SAQA Qual ID,QUALIFICATION TITLE,QUALIFICATION TYPE,SAQA LINK,NQF LEVEL,CREDITS,QUALITY PARTNER ,ATTACHMENTS
122663,Graphic Media Designer,National Occupational Certificate ,https://allqs.saqa.org.za/showQualification.php?id=122663,NQF Level 4,160,MICT SETA,
118691,Group Fitness Instructor ,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=118691,NQF Level 4 ,105,CATHSSETA,"Fitness Instructor-External Assessment Specifications Document .pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/SPATYEERhwnqdUustQfWAA/zzAaC7ghuR5QPbrRuXJ6p3GZefk0legU6aaww3HSqMJ1_LbAMrOeTJYHLAoMQ60QknoDPzECTQaBIbWZTFJiPvv_XCpX5Jc2dSIZ2e1KXaO1HSiaHDuVCJtfUad2wX__T6AW1vdR8m9Fc0WzejPI4GulYF3QdcGdN0z2CPYgieiC6ItrUtFo1XBuKtiHja2wteGPE4t5fs70ssF5-qSZLg/TT823QNi7gSdl7vnutCatNx4NJhaxBxV4ONg1G6Nym4),Fitness Instructor-Curriculum Document .pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/TL-YjgCw2OcaguSMETxqHg/GmoGePr_ulPhb84M1M4cDtM9j6Q7OUfHfxKlkMETxV9uq7aEyl_2Y3cnR6LsDNoP8a_Ux9H_itZzBLN17AUnjaLdSp8QSZAiFO5EQXnwITO_szkBrlosalkDN4xZzNbFTR1QfVfPWOOy_JYJh3PgfFTj6zeA6-5wW1qYkPmFPh04kFXf1tALxDjPDtJ5Epyx/GVRt1r1l2KqV-U-Wn9D4QFYrLGHh8yohnF49OfbDnas)"
118116,Guillotine Operator,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=118116,NQF Level 2,43,Printing SA            FP&MSETA,"Mechanised Soft Cover Bookbinding Technician-External Assessment Specifications Document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/LIoJNM3_S-f6NedACQ3Cfg/F4umSqNwMwPzPCkiXmQUKKLpmNAe4rtHF4RNzW8gNRos-0g1Qnj2C1NadsV_iNNiyJD4cKlCUw6VoqOVeOmJBfTnYsTI4PKEXD_SDppG7XJVwoTKDICwh3RvnyrSSliO2kuxScYxmkJlQUjO-NNzwbgwZ8qkSlhE4vVjdO1PldWHMzobL_LcRhy3uxsdJLH66Rh37nBOxKGKf5flVFc3pdmouLSld3iS8MnU422Ws-vZTgzwHSzPs1qULkcjZWjh/DDjI-FYqA4LjHKnwMmuBGNRyJtVJqg3F_JN7sMmzQvc),Mechanised Soft Cover Bookbinding Technician-Curriculum Document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/JJVYuezHX3DaiIWdgYpSQA/UxbvAldxX1uMsExP1WUx6LdtHRjTE6Ik6lQLNM_UD_3jn0MJHkiGsYhZ9ZHXyyJ7j2QHogwHk5xhT04EvTjJy0OAdnUZdV5yikoQWBSbAWVWPHMN72GviRbUO157iaq2hTloLHNHwR8LU_7u8MnycCVwkgKAaWKGotxBp6GlUVUb-j6Px877clbokPcLSqgtUUI-S7mEQTA0mvYIp8nYjg/QaKUfrHYOP8A3CvLc9zsmksodQOffB2oLVdiE9bC5gc)"
102497,Hairdresser,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=102497,NQF Level 4,540,NAMB,"Assessment Specification Document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/dEGUei4VVCG4cZj8sHLPLg/1wrCne6yfLymV35P9ldPxKvw33QwcDUgNsIfO5rlW2o3jGUUlwifCs0o8ixmfsIjhEYUI03CTqVWSDV8lCB-f1wYWiXYnh2s5WCHVmWqG5faNROBSs___lhcqQ4th-uTubao4I-ScOC9hJ-MLRl52XcakwZrMAjIDs3101Hfs_M/KC9pTsHmqSLRl0N-QEPWr2ZjxLSJ5VihoAIDcKcNSzQ),Curriculum Summary Document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/5ayEpMJYPq1gp4vNn3TsRQ/YEFgygwfEdRJ-aSMF3WGr9t8kgN-mpx_XlPKsNPf7Uh5gBIC0LUi2OX70OVZc9WIMJeukKJHDV1eMq3y0pt0mfcovzDq-UYotSWwqxXFJXaM3AwKpKuR6tJReSH59enhN-CWYc2vhIMJpu1BiXtkHXWxa6uxkeasYR0kXzzSaNo/A-Gh_0vSpcmO91Uh2UgegdPM-nGIiW8YwgAhUzajiYg),Leranership-OC-Hairdresser NQF Level 4.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/iOMYV-PTZRTnNK_n9NhFoA/uDG8OKNjJNyRCBufKPGpuzvoibhv4erceO3GWXLZQovUivGj2offYWauEjrgcaf4ihdaOO-9grvxRvKW6-kf5L9-zOolKKq9cqnK6takF7WWLa69RuuYIzwcAk8BOKioGfdL5xTe1orGMkQCi6exHOlo-Nx84VWcb1zlkkCz4AaYaYHIpgsPPTz-tq0nukwE/pvxAgpwL2jngY41i1yyL3IiTdxec1wZuQdxxQDZToCc)"
97226,Hairdresser,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=97226,NQF Level 4,417,NAMB,"Assessment Specification Document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/Npi_hnUg329jqDeAwKTfzg/mVPI_8Ay1YcHp15jYDZHvsMetQJxd5NFTy_EuEd6uMEf06i44a3oWVuSUzjHUauFvedQfbMTDtIkJvWaW8-Wozl5xog4WGoOhnGvKSz6nON84mGeSip-F8rnijJbCHh9eehtqIYwVpqMyteDyKPEmJjex0cvTTxOKaOB6MxjujY/klc0aPsv2YFZclciGp501JZXb7TsjOqAe7DcMOirD98),Curriculum Summary Document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/HDtKbfdpU1JaK_rsEPpGRA/KTgCPVAw7yCalxtIH0SueXspjps7MSXkdgGv4CBcIyxZELc-GTOVwDx2cEPeRaDOqsvN8RTOjTiNimK1DCGZ8uRtna3UKz7E-iLahkKTAcC_lxjnBAWAW-lmxRNGXCUUaxR3IhI8PhB92ZqXBv__DpXmZ-9uIvifvjHjm-U50P0/MUlVA4k4juQCME-STZVKTZVP2xsMCNNX1DJZuUE5jNY),Leranership-OC-Hairdresser NQF Level 4.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/NeFCcfR0hvJWxjUpNeWF1Q/TBCpq4ccWVLGmsKI5dsejSQ8F0pyem4u75eME8d1iXc1EAvispkMf8lZNB97743RUQy2qHQZEneC5WDoQ5wKlwSOIGrJJWMSIOx0HFaDe6wTbRkeuJWL15Y-5fK1My5JzGYMykyZKWqpDbcv3R0MUX52Q4FlhFrUURrFjhLXX42vGrUFiUBJ2-XgpNzwLEa4/-MZTjsaTn7Ww-UUTMKiLkfVhIzkDDhWK9sNwDbT59XA)"
103262,Head Saw Doctor,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=103262,NQF Level 4,213,FP&M SETA,"Saw Doctor-External Assessment Specifications Document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/tQ1tjZmyuoBwidedKSzYCw/q11XLW40dxVQaa0A3WsjozkpNllsGI2IxIth1QpkNpdptr3h4ZPeLLne_8vrqT-2fl_OH8_sumVS_IBdRcELAgz-locGJSjkb7AYDV4TYvgW1jrZlnnFqYj7UuxjJhANYDomYnrqCBjSEguyQ8pNeRhno27IF18eWIrLfCWO-P823TmkNu_AW0S-bYPTdH0th-ZJH6Np3bDZni6k2EAXag/kCWCxQd7MVtsNZQnzZpzyLYgcbEsh__1MWqWk_NxPuE),Saw Doctor-Curriculum Document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/oG4ZRsDXPrlWozuP7hUJig/EgH770eEM-fCOI0h0qNhxV4F6zGg3--6NfoUGwwsyU9m3IqeHU9J1DFvwssLiCbfSxSYjQKhEtYBDz2JTeZf_085ZvxcjQBv9sSk0Bab197BC8taEGf12kqORRzMIhcRvzwtm8tu6VQErW2JmRniITulunumXWMrlXkXHvqx7g4/uiyfjzzA6PB8CMrBk9xQbOhwtJ3cvwYJG08cYIosgUk)"
105030,Health Care Benefits Advisor,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=105030,NQF Level 5,102,INSETA,"EAS Document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/n3xdtsBaBq09q5tco8DVIg/ZfAGbTJspuC7AFH1uGmDcxbVqX_-JYaNq5ytqIeDbTWj9GrJmymv5u7h2hNlTx2kGbeu0VlvmNIoNbJHSTKTDE_1E98S13KrLQn7MPD-rOMhkC1sl1s-1e4a7YobrU4Ipn8Il8gusFesBEr1wLHDNg/JgkXf-Pe7rmpRqG587Ac71KFAVsiskyfO-NZ0tJY4dw),Curriculum Document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/UVOzwiQZovzys-JmKwbrkg/K3G3qZ-IaaY3nsWIpDnSTiX8vzNMHfy4A5qKioxXoI_jCJGX6kDbIXlVw_Y79MqLzYjKzBhLL0YLJ5uyyaqITXYAifQ9es_xls-xB91I-BzXeH-TFjmz6DR8gR3gmNPafuG5HJUl3rWavGjwXdq_eW8mcof24owZGMTgqFxmQKc/YQwUE28shI2882Z1nrxzi_O6wBljI6vRrY_nKvRBMEE),Learnership-OC- Health Care Benefits Advisor NQF Level 5.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/l3-cTKsw3e0vm4XxENHg1Q/rRxB6JnUBDpcGoHwN7X7cvCPLLrQTiFphOjN8MNZIYNxOnSXeMmGJyvDNPkBdMZ8m-Qi3NJsU3xdYDe3pzYzrZIf1d5au-S3xcC5hMu9vbHThOEYcw8SIz8Eq29ySYn9NktAlu1Fy5OimnUb5MCbqDPI01LajVGxx_ar46RofZDcy_get5RSWPpzPNKhV1Z1ojXWb-aiS4FasBh-UedlRg/j5jsdMPeTstDjxTE_GDcy7hmZeWeEAaElIZuvInnTIY)"
101838,Health Information Manager,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=101838,NQF Level 7,454,HWSETA,"Health Information Manager-External Assessment Specifications Document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/u3_VOTLKsYfqqyw-KX5gxw/WUOsdOctjUHB3BZ7xl7Sal9EQNxx7lI41TysxzR-oBMammxc-b3W3wnKstqfC-B7wclBPuR8j1ka7SkhRfwbLBdhSl7CAkjdJ7BVw0fVjGDb1cD9b1v0L_etajf3M8d_b-N_RkSMgoMXYOYomk8y4_W4ezB8uaEKZ3U877SuerBMiKEDUA-NIPMDUwlIUVEW0_1hva8iuxfASjkA_lB1OMapmli1D-lieDHqlBVSdn8/zGsuf4XfQCgKOuDoOylXn9QphnIp_RFQPkg9rkjn13g),Health Information Manager-Curriculum Document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/IVC4U-SFzLyZhKQaYASDGw/KVk7rY9mxwjxJKzbE27OAqtplkdLbP6DDds5DKXgz4mqxi8vclC_nz5xSv-8FHzxpM-RXnzbNvHA8Ud0BcjyIOIGE1WDnnHwG5_CNM38Awr0-HWgWxMMMjB3LQUG-aSwN4n_T8GAJJin6q3Umfn94gR73oY1iLk69c4wzxUCSYqjE0JKfsLDfzP8NU5hXksb/4IpXNW7ZORhwLA2gwur3GQf1FfiReZ6yJESujWBbUtU)"
118738,Health Products Information Officer ,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=118738,NQF Level 5,77,CHIETA,"External Assessment Specifications Document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/r8SJuvIVpyDXsZU7LCt2Ng/9aD23Pe_5m5O-RKAbtcEO9bci6t5LSfVhsW0p6KOiwCB5nM08QNbHFtDn_34_usNGxNp1pQ0PQAKqJPJpzOq950fJxZ3gpgO6qK_L_NSoTJhP1xoTtQULaInW__Q5sDYcmz89hNmprcZWLxdyxAmltQrmsik448RpDCmqP3zppcHmHOmC4lzUla8bTrM2wHJ/N7kI-APDWX7fvXg4c6Aj12rhq2VyzR1RIKMC5Wy8GyM),Curriculum Document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/iijkdJk5Qt3k81-hT766hA/Hoq0mjiMwsNcc5Vnsk5MvKzfB96ubG9Sd6MmHF6038CwS7rVvoqnNTAcsiVv0RIdAG4KtlJDjYhT7E6KwWVdIaOJMaA2fNFKFEvQjereOWkqOfSE7drRKTCG59Ldy7mpwqydqzD3Vj0LZkZAVfZyGedfU5JCxLSt2NnxjDUXfzQ/owzetK6vvunWgt31KAxDCtFdtJ0I48Jh1tS20UyvLDc)"
118737,Health Products Marketing Associate ,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=118737,NQF Level 5,92,CHIETA,"External Assessment Specifications Document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/f98uWEMqOsHOXE0Lq5_yWQ/NvqKEW0yKwd5EZ6FseYAkB7HoGn1sFkwpO__r-vmVlq0zxgRX4NkJjt3fdOzmWbbFKoO2St0Q7Gtw_uhkzgs0zNQPdNd51htVvlpYsQFtBwi9fCpO-LcTJWwqJBDpBSOlbbwn56-YkJonMOiQ4zPdHW_sLGfCNZ6HDiKlzqln8YxhB9LtGsI9zS1k5EYdlIP/iB-JwVxoJM5NcPwdIjw__2y0tNaJvVLrGW4osdVWfwM),Curriculum Document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/3uvmukmkuzi74qM_rpj-Ag/xc2pNftedux7n6uVVcbCoMInhRfAZgiLkzkMlPcMI7PG2hwUvr4pl_N2rKy-3WbgWyBXF55cRWPvENoT-bKGraQn4UJ8xjEAeTl5__MF5nIfqmKI51YTvODpSQ5yigGh7UkmUbaJgT3ReFp7146MzlJBG7t2zWBiAd9Zi5xltj0/iqlhuS4DscDIIsH3WBwEDE8SvWsSpW6SMBE5h_7fJhs)"
118739,Health Products Sales Associate ,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=118739,NQF Level 5,112,CHIETA,"External Assessment Specifications Document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/nJ21KrQT-y1FR789oJgtSQ/k66KGWmwPZUSsHm6wwBWb7wDwYDLv9BPCO3kd0iLwqG3xcPEbO62Pi5-pYhY5NNqM2TZRu-Rp1tq_HXPXZxXlJG2rrcXQo4n6JLFasGPa5AjjB5ax7qtRf5Fe98MyS-HwGGZkOTWTSJnCcHVubbo_NnKbwfifWa34RRbsV3NPGWMJdNNrKVmUBF9IKBYVDJe/uqWHnvQirsmxu0XJbJQLpxfX_R8D5gOhlr45X5KUE1Q),Curriculum Document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/2-6r5pJ3gEX5rxqo5XxDYA/HPz6xkO2wzdF0FRsSkJsoWURsqjJGNjwKzBj8SBpvdSeQVGOsOZW_S7xoeYDHX2A5VjvShh9_oFShr98XDGOlks9lTEGYJlOJGE6TTRbEqJaZH_jOx1AUZfvWrfMVt8e-CGFrFS3NI42F66VXYecEJkVCRmeAVsQE6AeyH5_K5c/_nfhW7AGbOLswfr6PoDfiFf5TmgteXindS0u2XigaSU)"
118735,Health Products Sales Representative,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=118735,NQF Level 5,173,CHIETA,"Health Products Sales Rap-External Assessment Specification Doc 2020-11-23.docx (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/8xNJ_OLAr5N6FstkvmLs1A/oXQ5REeeQ-zXZ_sM7csg0VTKFRDKJaSMCUxYuQFg4yxWENoNScuJzdPfkuBu8YpVcvpXK5jI5gfenMfauz3A4kAZOz9NAopKPmG6IYU7iXY8psfORgBkMz7-v9GtEdoqyeM0Gj8h7S_BSDcboLfCQmCD9dWAs5rYLS2quDpprpVvu5KPj6VscYgde1KKmBs6vnYtlJrMP77-d5e6h-AzyuEjiCTiUXnK7dtwJPAlclg/PNA0WBWuoQs4pQNkX99Eu-ZjuGYR00UIJ35R_h5L7pE),Health Products Sales Rep-Curriculum Doc 2020-11-23.docx (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/3wRUX_kjHb5v5mH5KTAFtA/i13mkwDczDRPFro9v1slG-bJHTIp4V1uFUaKeXmDek98hnVJ1aZ_z7fOqfyE_L7X2xisZ2o9G6VrlUUbmm39WR4ujOPxSuMZUnTG2WiUvoXGh5xCvzTZTbRlfZUX55D4j60RCsOrp_YRIFulNM6qqRycEuNbn1zd2AvjxC2bP142LmMcC_fEh_QH5zTOAuIP/vLEIwGwHEqriF_mvqQ5dQiz1OMy6tGJytEL-p-qpELA)"
94597,Health Promotion Officer,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=94597,NQF Level 3 ,163,HWSETA,"External Assessment - HPO Community Health Worker.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/KS4GUqzz5Qq9qCzRwBfK8g/HEj5nzX5Y54B1x6cV81COKmsaqYnEw5pjiJOFxMc9N_YcS5vIjn69rhuPGEQrMfUnCn3qNI_0xrxyDmlO2VZtEcvCFdkdPnHK8oe_Sqx50zdPvwM29xnO6HH1E8mxe0ZzY4eyik6zEj0fmRWaLhJNbI4pw_uNQu-1FdCngUYGCltO5DtUzd9P-3Y_FvXi3Yp/cun3HUzHEtvkr0c4hMET6CsuiSgLfTxigIoY9DejpMg),Curriculum Document - Health Promotion Officer Community Health Worker 2.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/M9CR27x59VPF8L0lXAvAmA/56EDY8T6NNet5Gg-oXn_NAp_IsY94dXGfOC5XGzY3C5iDNmGnf94Xx10ASFBFYWFIS4kyG2YWyqpU7bdwscLHPnbeolvDlM6a1y_lk_2anjBgUhfW_EiT2ch2xZQjkmnlQkm6v20W34-zTT8gMTv-jkocyVc72aOtMLdTkumP6BuGIg7Q2VrH2c7PvgxiOhMt-knJDxHci4PnCofEITZrQ/pvW6QUiTUUyAj4HdhZkfBQZaUnYKRQ3_L5KyHA5vLOs)"
118730,Healthcare Cleaner,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=118730,NQF Level 2,120,SERVICES SETA,"External Assessment Specifications Document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/TPA3wJMLJtED3mnkb302nQ/ZGcmuA8m_GlZIf02Lu49IrPlrpeLN7dTuxjsUAxRTl-QanTFmLtg-rj_CNMWuGImrvUrq2KYRt4YgLSAKgntAW_vdPA8-G0Q-e9LriIn_fi_Blce-xBRw0pLGoioXv3Hvmc6Tqj7Ib1feb4iP5vnW0mN7D7hx80QxVFVciKk9ZEFguWVcFFBm-V1rQUjf3o0/qS2pkgB3oc0kNW6MA16h73WifObWfkcKcfiH0P_-BRY),Curriculum Document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/PUOEaZlKeg2afKIPaoSMIQ/wt_yDRNqYNx_OJFqTW7AX8vG5-N-kCQB2cgKSngkLruy1FODWID88MHFdQ2JpuCeeQiihhHNPARpep-YqTFaRAwGw1uHm4SW3TOdr9X3XzrnbY2rHnx4bttCO5a44H3Oqu1L-4OpccJthDsBWhOVEwbjbj1s-7tK0SZlnq3mZ9w/CDyjCPkdDZJlZiZPBuzEzKMoL7nmXML24tAm4OSM56k)"
118848,Heart Resonance Practitioner ,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=118848,NQF Level 5,60,HWSETA,"Assessment Specifications Document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/tWp6wPyw8uaVA_rLXRSPpA/hvf5IMZQMl07PtzA6S2KQKvl-3RhH0sLlytVRjJd46IQiIqBrTh99GY0S2yF-e-KITgm2iLLEMRR2TGSWLonTSHxNIc_kQ-NXGL4NgFgSgfaEw3v0NxSIxHyOGiFCXwmFw_VIuUXTVg7JgJ46sga7BNdwmtBuEtY0zKXlSPOewE/lxgb76cUJRKd15LCola35KR_Ly50T-USr-CsPyLCVUU),Curriculum Document- Access the bars practitioner-Access the bars practitioner .pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/MC88odgI2JPcJrGv5PajXQ/TzgP56HlnspSvXGzS-ShBJecSkBVwdsHmeNUJKnsthTG305ix9TRwI6c49Uo9MBRRbTDjMFxP9sVmtkrX2AJoOCpKZHmB3WySH9Qx8Dyuy92cYXBUJ-Cy4JOixvdNcQoBKayWTknHOPgt1Njvgw39HfIGIm44TIXdTMjNvB34gLg93KOsvWFI4xoyqsLBRrFJeleYnhUoDBLLM9kL_JNkrEtNiUypLXIk3nkr98dIhg/P_AtW9ypsex8RF1Z0a7cN9B4DYLKY-T6O-KayGIKnzY)"
104620,"Heating, Ventilation and Air Conditioning (HVAC) Control Fitter",Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=104620,NQF Level 4,155,MERSETA ,"Assessment Specification Document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/dFrKcIJZwTTta2E--6iwsA/A-v1DJAjiXyYjsXOSKDmNUGz0oPb7g_qjFxD3pAKhmjs2Ne0cVreVzTDaIucn08iNjSIpC00pq2cZIIQ2VJRoTaAIkUjBnLr7VqDdn3DAsN-kJz4L_5B5sP6UYF6bHtYLZH5InuGcYOzVUYRdvs7E9Ne-XCjmKRoxbZMGs5pmAQ/6rrY00ZLy5LMNi_jakrz8Vj8Rcw_lhydzn8KLNm8At0),Curriculum Document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/0Gft8IpbKzPTV80QkCyZ7A/WcEbmC5cbHr-rW-WwHA9RZ-QSNhFsPfwU7Sl74S8Zjxqe3igfy5RgjBgzPQ2mmYovJhbizX1rIBN-xqeDuXzhCthG9AJYviSq1jIn7eP3vrQZNNof76MwN1qXflagHvZ5wDNDLr3lmfkMdhHNWOGdPQMjslLlKlTArI_9ZJVC6g/EZMmcmOT2fBEETCJ_CW7hVHxegBlyfzoTgVTvcwBrqs)"
119437,Heatset Rotary Offset Lithography Assistant Printer,Occupational Certificate,https://regqs.saqa.org.za/viewQualification.php?id=119437,NQF Level 3 ,299,PIFSA,"EAS - Heatset Rotary Offset Lithography Assistant Printer.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/0y1xmSEXOrHTtBNLZt5CPA/bgMf8W7lVmN8ixJXi-MwaoEB0dN4GBWN4-O885M6vPcgJrV1ShJ5S3d-NwqE3Q8KJ3bsoC8aFURNzHCEItBEvhHAXtZ3ByUlWW3ZDZOApYUQSel1MYwLqhj2ukayLz9Sn61842Vi1xVvs-xSxaYiG69bW00oHMWldkDxMh4IwmzICP4RWJHWERLh3_jWf_YlQOlvdHCeh99rvQwpEtFPSw/4n779rHW7Lo7BwUeWbpqbq2SRhjAyToJCGegv0b8mrQ),Curriculum - Heatset Rotary Offset Lithography Assistant Printer.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/XO3H-4_Wkc0TXb8eY-gFEg/fT3_Xor6Jdu24NHjvRVmOyopvxwTNE7ByqUmVPyiQhGrXluEMqEodB0TPZEIxG4bv0IHyvg1XQLaPTc1xqg2Kf903v9_WY5I5Ao3-4Ph64eCWWafaWjiTdtZDw0pUjoOMNCyNSCcCMCeHpe34pvUcquFj2B5EdarS4mLLBrWUs9xFRPwhZr8wZVPEyhzJpet3SISk2agsQOtOTiBBQgX1JYPUPu6I5rGXw4LtLbk2O8/edHXg-WIEHxPv--5Uh0J_CkPzJrPdETKdcZ74FMKyK0)"
119444,Heatset Rotary Offset Lithography Printing Technician,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=119444,NQF Level 4,631,PIFSA                   FP&M SETA,"Assessment Specifications Document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/-FcV8_H-2ScHt0TSoaWSoQ/MZaqVDFJM7IcIp1rONTXWdDFWYpen9sdmM-c5iHOFE-lm36rz9f7k1nDOywZoN7Df8wlHPpoPdAEwoBiNJWaTWPX4U_yTRMCee-Z-3Mf80p9k3QzRvHDZzUjiwDgq5U4krVa052vjMsmmjnHnPWG1GH6vd8YvlyqXEmm3hX72YY/vgssXABjKThgNI7HF991hJetsxWhT2Hb2umgVgcjVwg),Curriculum Document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/eQS8I8sjjIilHxqCRfgL-g/CpamVIofZuLyVZCPLP7mTluj6wEPBM3QWVS1Hib43_ryN9wzvII-eF1Muk7OQhU8k2cPCtCjg1jf8iOqXy2UK6NeygPhqzh_TrI--vzR_vZknTkOzzYNETqmWfC-pCyFUuJ6D8Ueu65_GUvPjWz6idj9LehOBYntZ6o_ANwwyJc/TSyIFR_Lx7ufRNm2Et-nI2W_1jDOVJ71hRflpJQpWlY)"
119431,Heatset Rotary Offset Lithography Reel stand Operator,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=119431,NQF Level 2,147,PIFSA ,"EAS - Heatset Rotary Offset Lithography Reel Stand Operator.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/SmB1cAvZnmkmG-yorSC4Bg/GA_QvM0UYMTZZBV_AmIJlJlNva3vojtR7KjtQrd_WUowewRfNcNgHxaMvpmrAirLYRKWK_4uAGTN9_ZE6L9dbbH6KDh8Gpo6hr30ZTRKPHUW_II2muTk0I6DnLnrDSdkwgEhpxaaHsnQaXwQAKlmcQWGSPcVE8qbS3pYEAPmSzGQ4dXevGsS53cQsqgxS1C_Rx736AONY8eS0Fw2dclLZA/XBQhiosUpQ_O4WVnw7ZLNo3CxfGr1iP31TCKQYju-fM),Curriculum - Heatset Rotary offset Lithography Reel Stand Operator.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/vpQlzX5PMGBh4JMxAla28A/HoAHHq9Q5-BjBSfdXB9shBJprkFGwoo__bu7Vby5jrzIwnG3_N56SQkqtRNA093c3UznccTw-N9LRlBcOmQUbr1Nx0rGReXa18EzarlWgNJmd8hZgbdrb_slRNWdB-bCfnuZvuNuHLNbW4XVxAARIZIXTklIZpqaDxepjN1KBM6kR2sN1hbpdWFQVO4wOKeTjY5PppeQNdYsRjXDW0Q3l622WKyzFf41GERjyHDAWRs/tgTm6mC6d4c40n0B0IBamXWwmXdrOGllwOfej0Ual4w)"
119439,Heatset Rotary Offset Lithography Stacker Operator,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=119439,NQF Level 3 ,163,PIFSA,"EAS - Heatset Rotary Offset Lithography Stacker Operator.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/HYZPp2x70068hZnl_x26kA/IJSA5DKKZbb8QQtolmELSavZy5fSkwS0bs58FcoCxG6-lNH034Ev2lks4QBLEqI-BrE6noz_2mYiLtobVXW0gsfWD8t6OI9XEIOIIvoX_Tv8hLj1NKfflr-3cAQwWs9Y-845fuZfhrZ53BFXGMts6VSNr8QkuSpK6y0DcjEsd73ooM2EFjmixrfjgV1-gpnJMzYlmC6L1kkh20ehkQyotw/Ua5kZtBFOmpaGJSnanGBJEzDGmHWQNj_xXArAn3ba1I),Curriculum -  Heatset Rotary Offset Lithography Stacker Operator.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/EhheJH9dMBgJBUATvoCZ-A/4V_qVJ1avWW-u8XStW2yu4iZ4devnkepE0eyB_onAGiIjQlw9D6vFOb8mn3zz632UUqt90llpKklrLGLnshA1Iqs3M_THnAiqQazoRdg14xOIH1AjrmrFJrE6iv7UK_Bwue5r8F1BvIl6q5yrrbqVqvkajXXxRRB0svwBQeUrtkGuHYigWEBsQwwdKUYFYKTQcFCzYJmyLWTqI6rAP0lOF44iMdlp-qS16iziSh_SyU/PXAh-u7Q6CJ_Uc_tUIZNqzp6Y9u0WDTDnDAyZmhBbbc)"
